Time	Lead I	Lead II	Lead III	aVR	aVL	aVF
1.055000	-0.554536	0.213436	0.767971	0.196934	-0.763550	0.566615
1.060000	-0.580695	0.226394	0.807089	0.204556	-0.801237	0.596681
1.065000	-0.607523	0.241470	0.848993	0.211341	-0.840919	0.629579
1.070000	-0.633569	0.256644	0.890213	0.217617	-0.879755	0.662138
1.075000	-0.657309	0.270577	0.927886	0.223280	-0.915212	0.691932
1.080000	-0.677082	0.282715	0.959797	0.227688	-0.945052	0.717364
1.085000	-0.692192	0.292133	0.984325	0.230974	-0.967937	0.736963
1.090000	-0.703490	0.297719	1.001210	0.234272	-0.984208	0.749937
1.095000	-0.712718	0.299360	1.012077	0.238652	-0.995811	0.757158
1.100000	-0.721174	0.297706	1.018880	0.244489	-1.004621	0.760131
1.105000	-0.728683	0.293624	1.022307	0.251182	-1.010934	0.759752
1.110000	-0.733873	0.288076	1.021949	0.257381	-1.013723	0.756342
1.115000	-0.735498	0.281046	1.016545	0.262378	-1.011542	0.749164
1.120000	-0.733566	0.271682	1.005248	0.266669	-1.003904	0.737236
1.125000	-0.728715	0.260363	0.989078	0.270403	-0.991768	0.721365
1.130000	-0.721462	0.248361	0.969823	0.273145	-0.976463	0.703318
1.135000	-0.712137	0.235893	0.948030	0.274960	-0.958498	0.683538
1.140000	-0.700361	0.223766	0.924127	0.275162	-0.937898	0.662736
1.145000	-0.685569	0.214126	0.899695	0.272188	-0.915252	0.643064
1.150000	-0.667155	0.206823	0.873978	0.265773	-0.889774	0.624001
1.155000	-0.644958	0.198993	0.843951	0.257478	-0.859622	0.602144
1.160000	-0.619829	0.188853	0.808683	0.248824	-0.824751	0.575927
1.165000	-0.592798	0.176791	0.769589	0.240181	-0.786574	0.546393
1.170000	-0.564425	0.164286	0.728712	0.231020	-0.746593	0.515572
1.175000	-0.533723	0.152061	0.685784	0.220352	-0.704082	0.483730
1.180000	-0.493179	0.135409	0.628589	0.206559	-0.647653	0.441094
1.185000	-0.433794	0.108054	0.541848	0.188066	-0.563287	0.375221
1.190000	-0.354733	0.069903	0.424636	0.164447	-0.449969	0.285522
1.195000	-0.260380	0.025530	0.285910	0.135591	-0.315400	0.179809
1.200000	-0.155754	-0.023175	0.132579	0.103305	-0.166469	0.063165
1.205000	-0.045453	-0.079160	-0.033707	0.071946	-0.006782	-0.065164
1.210000	0.066495	-0.145551	-0.212046	0.045643	0.160816	-0.206459
1.215000	0.176804	-0.224385	-0.401189	0.027471	0.333704	-0.361175
1.220000	0.283270	-0.316821	-0.600091	0.019370	0.510009	-0.529379
1.225000	0.385081	-0.419943	-0.805023	0.020127	0.687107	-0.707234
1.230000	0.481903	-0.527136	-1.009039	0.026115	0.860795	-0.886910
1.235000	0.573637	-0.632086	-1.205723	0.033746	1.027314	-1.061059
1.240000	0.659298	-0.728877	-1.388175	0.040171	1.182109	-1.222280
1.245000	0.736150	-0.811227	-1.547377	0.043346	1.318395	-1.361740
1.250000	0.800632	-0.873586	-1.674218	0.042120	1.428855	-1.470975
1.255000	0.850007	-0.910747	-1.760754	0.035069	1.507323	-1.542391
1.260000	0.883583	-0.918548	-1.802131	0.020187	1.550597	-1.570784
1.265000	0.900653	-0.897621	-1.798273	-0.001751	1.558225	-1.556474
1.270000	0.897611	-0.854354	-1.751965	-0.024975	1.529733	-1.504758
1.275000	0.868598	-0.796013	-1.664611	-0.041907	1.462548	-1.420641
1.280000	0.809445	-0.728326	-1.537771	-0.046834	1.355165	-1.308331
1.285000	0.720773	-0.654674	-1.375447	-0.038163	1.210253	-1.172090
1.290000	0.609391	-0.576108	-1.185499	-0.019216	1.036280	-1.017064
1.295000	0.486450	-0.493022	-0.979472	0.003794	0.846350	-0.850144
1.300000	0.361859	-0.406020	-0.767878	0.025496	0.652254	-0.677750
1.305000	0.242125	-0.314133	-0.556258	0.041574	0.460946	-0.502521
1.310000	0.131571	-0.217342	-0.348913	0.049520	0.277408	-0.326927
1.315000	0.032853	-0.120205	-0.153058	0.050432	0.107336	-0.157768
1.320000	-0.052488	-0.030783	0.021705	0.048077	-0.042836	-0.005241
1.325000	-0.124691	0.043605	0.168296	0.046815	-0.169156	0.122341
1.330000	-0.184423	0.099715	0.284138	0.048906	-0.270524	0.221617
1.335000	-0.232720	0.138122	0.370842	0.054616	-0.348467	0.293850
1.340000	-0.272345	0.162786	0.435131	0.063254	-0.408462	0.345207
1.345000	-0.306366	0.179264	0.485630	0.073383	-0.457259	0.383876
1.350000	-0.336343	0.191131	0.527473	0.083838	-0.498724	0.414886
1.355000	-0.362887	0.200147	0.563033	0.093958	-0.534580	0.440622
1.360000	-0.386786	0.207984	0.594770	0.103232	-0.566701	0.463470
1.365000	-0.409050	0.215805	0.624856	0.111570	-0.596926	0.485356
1.370000	-0.431147	0.224095	0.655242	0.119541	-0.627227	0.507685
1.375000	-0.454124	0.233345	0.687468	0.127467	-0.659098	0.531631
1.380000	-0.478737	0.244534	0.723271	0.135217	-0.693979	0.558762
1.385000	-0.505078	0.258125	0.763203	0.142578	-0.732242	0.589664
1.390000	-0.532095	0.273056	0.805151	0.149556	-0.772059	0.622503
1.395000	-0.558335	0.287730	0.846066	0.156234	-0.810831	0.654597
1.400000	-0.582054	0.300874	0.882928	0.162339	-0.845808	0.683468
1.405000	-0.601494	0.311728	0.913222	0.167297	-0.874522	0.707225
1.410000	-0.616323	0.320250	0.936573	0.170938	-0.896565	0.725627
1.415000	-0.627677	0.325691	0.953368	0.174352	-0.912817	0.738465
1.420000	-0.637067	0.326939	0.964005	0.179052	-0.924379	0.745327
1.425000	-0.645608	0.324766	0.970374	0.185238	-0.932987	0.747749
1.430000	-0.653265	0.321041	0.974306	0.191810	-0.939678	0.747868
1.435000	-0.658474	0.315876	0.974351	0.197799	-0.942712	0.744913
1.440000	-0.659790	0.308326	0.968116	0.202918	-0.939872	0.736954
1.445000	-0.657484	0.298461	0.955945	0.207282	-0.931514	0.724232
1.450000	-0.652411	0.287078	0.939489	0.210925	-0.919083	0.708159
1.455000	-0.645129	0.274692	0.919822	0.213872	-0.903524	0.689653
1.460000	-0.635998	0.262075	0.898073	0.215885	-0.885696	0.669812
1.465000	-0.624420	0.250558	0.874979	0.215849	-0.865678	0.649829
1.470000	-0.609703	0.241183	0.850886	0.212765	-0.843271	0.630506
1.475000	-0.591271	0.233523	0.824794	0.206546	-0.817565	0.611019
1.480000	-0.569126	0.225597	0.794724	0.198336	-0.787419	0.589082
1.485000	-0.543983	0.215307	0.759290	0.189762	-0.752445	0.562683
1.490000	-0.516661	0.202459	0.719121	0.181405	-0.713479	0.532074
1.495000	-0.487876	0.189460	0.677336	0.172290	-0.672735	0.500445
1.500000	-0.456280	0.177102	0.633382	0.161183	-0.629116	0.467933
1.505000	-0.413404	0.159611	0.573015	0.146528	-0.569509	0.422981
1.510000	-0.351054	0.131253	0.482306	0.126902	-0.481140	0.354238
1.515000	-0.269080	0.092845	0.361925	0.101749	-0.364311	0.262562
1.520000	-0.171797	0.047731	0.219528	0.071629	-0.225931	0.154302
1.525000	-0.064469	-0.003110	0.061359	0.039017	-0.072647	0.033631
1.530000	0.047844	-0.061890	-0.109734	0.008110	0.090977	-0.099087
1.535000	0.160832	-0.131732	-0.292563	-0.016801	0.261767	-0.244966
1.540000	0.271175	-0.214895	-0.486069	-0.032493	0.437195	-0.404702
1.545000	0.376819	-0.310767	-0.687586	-0.038135	0.614534	-0.576399
1.550000	0.477371	-0.415249	-0.892621	-0.035866	0.790965	-0.755099
1.555000	0.572922	-0.522622	-1.095544	-0.029041	0.963289	-0.934248
1.560000	0.663380	-0.626613	-1.289993	-0.021228	1.127780	-1.106552
1.565000	0.747297	-0.720967	-1.468264	-0.015202	1.279154	-1.263952
1.570000	0.821601	-0.800124	-1.621725	-0.012400	1.410654	-1.398254
1.575000	0.882709	-0.858248	-1.740957	-0.014123	1.514774	-1.500651
1.580000	0.928397	-0.889519	-1.817916	-0.022446	1.585584	-1.563138
1.585000	0.958459	-0.891082	-1.849540	-0.038900	1.621198	-1.582298
1.590000	0.971807	-0.865082	-1.836889	-0.061618	1.621601	-1.559983
1.595000	0.963941	-0.817746	-1.781687	-0.084406	1.585188	-1.500782
1.600000	0.928857	-0.756620	-1.685477	-0.099441	1.509385	-1.409944
1.605000	0.863200	-0.687896	-1.551096	-0.101211	1.393894	-1.292682
1.610000	0.768715	-0.613711	-1.382426	-0.089492	1.241962	-1.152470
1.615000	0.653490	-0.534064	-1.187554	-0.068951	1.062927	-0.993976
1.620000	0.529128	-0.450275	-0.979403	-0.045526	0.870950	-0.825425
1.625000	0.404812	-0.362740	-0.767553	-0.024290	0.676865	-0.652575
1.630000	0.286417	-0.269659	-0.556075	-0.009675	0.486413	-0.476738
1.635000	0.177949	-0.172386	-0.350335	-0.003211	0.305004	-0.301793
1.640000	0.081999	-0.076629	-0.158628	-0.003100	0.138926	-0.135826
1.645000	-0.000530	0.010248	0.010779	-0.005611	-0.006529	0.012140
1.650000	-0.070314	0.081490	0.151804	-0.006453	-0.128240	0.134693
1.655000	-0.127763	0.133600	0.261363	-0.003370	-0.224662	0.228032
1.660000	-0.174287	0.168460	0.342747	0.003364	-0.298510	0.295146
1.665000	-0.212902	0.191395	0.404297	0.012417	-0.356339	0.343922
1.670000	-0.246253	0.206896	0.453149	0.022722	-0.403800	0.381077
1.675000	-0.275641	0.217616	0.493257	0.033500	-0.443923	0.410423
1.680000	-0.301900	0.226065	0.527964	0.043783	-0.479122	0.435339
1.685000	-0.325747	0.233530	0.559277	0.053242	-0.510969	0.457727
1.690000	-0.348158	0.240955	0.589113	0.061894	-0.541134	0.479240
1.695000	-0.370692	0.249580	0.620272	0.069924	-0.572133	0.502209
1.700000	-0.394336	0.259526	0.653862	0.077832	-0.605177	0.527345
1.705000	-0.419522	0.270820	0.690342	0.085853	-0.640780	0.554927
1.710000	-0.446090	0.284425	0.730515	0.093337	-0.679313	0.585976
1.715000	-0.473051	0.299749	0.772801	0.100056	-0.719293	0.619237
