Time	Lead I	Lead II	Lead III	aVR	aVL	aVF
1.780000	-0.396117	0.028230	0.424347	0.212399	-0.473695	0.261295
1.785000	-0.416596	0.034233	0.450829	0.220758	-0.500808	0.280050
1.790000	-0.436209	0.031853	0.468062	0.233455	-0.522081	0.288626
1.795000	-0.454865	0.023238	0.478103	0.249200	-0.538649	0.289449
1.800000	-0.473275	0.011942	0.485217	0.266351	-0.553386	0.287035
1.805000	-0.490866	0.000835	0.491701	0.282919	-0.567285	0.284366
1.810000	-0.506417	-0.009638	0.496779	0.297944	-0.579195	0.281251
1.815000	-0.519227	-0.019375	0.499852	0.310962	-0.588365	0.277403
1.820000	-0.528837	-0.028144	0.500693	0.321573	-0.594399	0.272826
1.825000	-0.534836	-0.037089	0.497747	0.330201	-0.596162	0.265961
1.830000	-0.536863	-0.047654	0.489209	0.337470	-0.592402	0.254932
