Time	Lead I	Lead II	Lead III	aVR	aVL	aVF
1.320000	-0.237922	-0.087533	0.150389	0.187901	-0.224191	0.036290
1.325000	-0.233663	-0.074815	0.158848	0.178100	-0.226616	0.048516
1.330000	-0.227843	-0.058043	0.169800	0.165056	-0.229579	0.064523
1.335000	-0.219891	-0.038915	0.180976	0.149422	-0.231441	0.082019
1.340000	-0.209371	-0.019952	0.189420	0.132400	-0.230242	0.097842
1.345000	-0.196057	-0.002760	0.193297	0.114787	-0.224794	0.110007
1.350000	-0.180157	0.011844	0.192001	0.097176	-0.214866	0.117690
1.355000	-0.161950	0.022736	0.184686	0.080375	-0.200131	0.119755
1.360000	-0.142603	0.028804	0.171407	0.065702	-0.181294	0.115592
1.365000	-0.123732	0.030489	0.154221	0.053834	-0.160476	0.106642
1.370000	-0.106344	0.029174	0.135518	0.044554	-0.139639	0.095085
1.375000	-0.090747	0.025483	0.116230	0.037680	-0.119498	0.081818
1.380000	-0.077338	0.019204	0.096542	0.033564	-0.100390	0.066826
1.385000	-0.066729	0.010035	0.076763	0.032732	-0.082845	0.050113
1.390000	-0.059737	-0.001738	0.057999	0.035493	-0.067975	0.032482
1.395000	-0.056856	-0.015064	0.041792	0.041523	-0.056955	0.015432
1.400000	-0.057842	-0.028558	0.029284	0.049883	-0.050302	0.000419
1.405000	-0.062250	-0.041106	0.021144	0.059673	-0.048147	-0.011525
1.410000	-0.069485	-0.051695	0.017789	0.069963	-0.050387	-0.019576
1.415000	-0.078832	-0.060043	0.018789	0.080179	-0.056361	-0.023818
1.420000	-0.089926	-0.066751	0.023174	0.090458	-0.065298	-0.025159
1.425000	-0.103150	-0.072041	0.031109	0.101147	-0.077514	-0.023632
1.430000	-0.119197	-0.076300	0.042897	0.112870	-0.093585	-0.019285
1.435000	-0.138528	-0.079551	0.058977	0.125908	-0.114029	-0.011879
1.440000	-0.159319	-0.081002	0.078317	0.138749	-0.137199	-0.001550
1.445000	-0.176668	-0.080300	0.096368	0.148360	-0.157637	0.009277
1.450000	-0.185755	-0.077397	0.108358	0.151931	-0.169807	0.017875
1.455000	-0.184659	-0.072541	0.112119	0.148494	-0.171345	0.022850
1.460000	-0.173984	-0.066916	0.107068	0.139084	-0.162265	0.023181
1.465000	-0.156269	-0.062592	0.093677	0.126359	-0.144307	0.017947
1.470000	-0.135081	-0.060852	0.074229	0.113122	-0.120845	0.007723
1.475000	-0.113961	-0.061602	0.052359	0.101361	-0.096025	-0.005336
1.480000	-0.095816	-0.064819	0.030996	0.092743	-0.073215	-0.019528
1.485000	-0.082119	-0.070961	0.011158	0.088380	-0.053853	-0.034527
1.490000	-0.072592	-0.080473	-0.007881	0.088372	-0.037361	-0.051011
1.495000	-0.065541	-0.093085	-0.027544	0.091583	-0.021938	-0.069645
1.500000	-0.058717	-0.107856	-0.049139	0.096171	-0.005530	-0.090642
1.505000	-0.043528	-0.125313	-0.081785	0.097481	0.022087	-0.119568
1.510000	-0.002054	-0.144515	-0.142461	0.084622	0.081063	-0.165685
1.515000	0.080221	-0.157768	-0.237989	0.044772	0.183718	-0.228490
1.520000	0.203851	-0.147446	-0.351297	-0.032566	0.320515	-0.287950
1.525000	0.351623	-0.089804	-0.441427	-0.151161	0.457868	-0.306706
1.530000	0.487763	0.030438	-0.457325	-0.299183	0.545646	-0.246463
1.535000	0.571695	0.211620	-0.360075	-0.452247	0.537957	-0.085711
1.540000	0.578504	0.435360	-0.143144	-0.585354	0.416643	0.168711
1.545000	0.508386	0.662291	0.153905	-0.675891	0.204660	0.471230
1.550000	0.383116	0.841393	0.458277	-0.706970	-0.043395	0.750364
1.555000	0.235023	0.935350	0.700327	-0.675715	-0.268644	0.944358
1.560000	0.094087	0.934693	0.840606	-0.593966	-0.431002	1.024969
1.565000	-0.019060	0.853573	0.872633	-0.481806	-0.514818	0.996625
1.570000	-0.095831	0.717769	0.813600	-0.359076	-0.525060	0.884136
1.575000	-0.138972	0.554944	0.693915	-0.240161	-0.480867	0.721029
1.580000	-0.157497	0.391341	0.548838	-0.135010	-0.407802	0.542812
1.585000	-0.161460	0.248852	0.410312	-0.050456	-0.330113	0.380568
1.590000	-0.158876	0.140973	0.299849	0.010336	-0.264845	0.254509
1.595000	-0.154608	0.070803	0.225411	0.048385	-0.219404	0.171019
1.600000	-0.150847	0.033154	0.184001	0.067950	-0.193325	0.125374
1.605000	-0.147809	0.018832	0.166641	0.074465	-0.181548	0.107083
1.610000	-0.144522	0.018495	0.163017	0.072762	-0.177557	0.104796
1.615000	-0.140879	0.025026	0.165905	0.066887	-0.177122	0.110234
1.620000	-0.137984	0.033262	0.171247	0.060461	-0.178535	0.118074
1.625000	-0.136164	0.039845	0.176009	0.055610	-0.180233	0.124623
1.630000	-0.134402	0.044283	0.178685	0.052031	-0.180761	0.128730
1.635000	-0.131931	0.047996	0.179927	0.048460	-0.180052	0.131592
1.640000	-0.128808	0.052096	0.180904	0.044290	-0.178812	0.134522
1.645000	-0.124982	0.056594	0.181575	0.039484	-0.176991	0.137507
1.650000	-0.119634	0.061181	0.180815	0.033748	-0.173464	0.139717
1.655000	-0.112089	0.065131	0.177220	0.027111	-0.167033	0.139922
1.660000	-0.102040	0.067621	0.169661	0.019871	-0.156866	0.136995
1.665000	-0.089370	0.068581	0.157951	0.012003	-0.142791	0.130788
1.670000	-0.074203	0.069260	0.143462	0.002854	-0.125669	0.122815
1.675000	-0.056630	0.070982	0.127613	-0.008286	-0.106373	0.114659
1.680000	-0.037704	0.074358	0.112062	-0.021162	-0.086467	0.107629
1.685000	-0.019087	0.079983	0.099069	-0.035158	-0.068218	0.103376
1.690000	-0.001853	0.088256	0.090109	-0.049885	-0.053094	0.102979
1.695000	0.013646	0.098220	0.084574	-0.064586	-0.040950	0.105536
1.700000	0.026958	0.107382	0.080425	-0.077561	-0.030869	0.108430
1.705000	0.037538	0.113356	0.075818	-0.087119	-0.022100	0.109219
1.710000	0.044669	0.114695	0.070026	-0.092009	-0.014640	0.106649
1.715000	0.047748	0.111173	0.063426	-0.091753	-0.009052	0.100805
1.720000	0.046867	0.103879	0.057012	-0.087033	-0.005857	0.092890
1.725000	0.042425	0.093985	0.051561	-0.078756	-0.005275	0.084031
1.730000	0.034948	0.081966	0.047018	-0.067500	-0.006969	0.074469
1.735000	0.025172	0.067822	0.042650	-0.053691	-0.010091	0.063781
1.740000	0.013624	0.051514	0.037890	-0.037607	-0.014010	0.051617
1.745000	0.000084	0.034019	0.033935	-0.019690	-0.019544	0.039234
1.750000	-0.016118	0.016275	0.032393	-0.000090	-0.028008	0.028098
1.755000	-0.035570	-0.001036	0.034534	0.021135	-0.040474	0.019340
1.760000	-0.056782	-0.017124	0.039658	0.042670	-0.055680	0.013010
1.765000	-0.074917	-0.031321	0.043596	0.061336	-0.068423	0.007087
1.770000	-0.084913	-0.042998	0.041915	0.073849	-0.073224	-0.000625
1.775000	-0.084721	-0.051749	0.032972	0.078791	-0.067950	-0.010841
1.780000	-0.074902	-0.057787	0.017115	0.076608	-0.053126	-0.023482
1.785000	-0.057946	-0.061843	-0.003897	0.069160	-0.031205	-0.037955
1.790000	-0.037364	-0.064236	-0.026871	0.058659	-0.006058	-0.052601
1.795000	-0.016654	-0.065080	-0.048426	0.047189	0.018344	-0.065533
1.800000	0.001327	-0.064357	-0.065684	0.036390	0.038689	-0.075079
1.805000	0.014989	-0.062731	-0.077720	0.027564	0.053525	-0.081089
1.810000	0.024423	-0.060858	-0.085281	0.021036	0.063338	-0.084373
1.815000	0.031234	-0.058460	-0.089694	0.015719	0.069817	-0.085536
1.820000	0.036865	-0.055398	-0.092264	0.010700	0.074552	-0.085253
1.825000	0.041430	-0.052191	-0.093620	0.006213	0.077971	-0.084184
